x,y,label,QCL_1
64.5921020507812,-39.4120864868164,6.0,10
-83.726432800293,27.6139526367188,1.0,7
88.5119705200195,9.12380409240723,0.0,2
57.4599952697754,30.8209018707275,0.0,2
-88.9798431396484,4.28822994232178,1.0,7
-44.5763244628906,-21.1821002960205,7.0,5
-96.074348449707,10.3370695114136,1.0,7
74.8309020996094,-37.797248840332,6.0,10
13.3163356781006,44.9922828674316,3.0,8
59.4263572692871,41.8149185180664,0.0,2
-31.9927349090576,40.6772994995117,2.0,6
-70.5791168212891,37.227725982666,1.0,7
-74.6100616455078,40.2560768127441,1.0,7
-41.4197692871094,-15.2756195068359,7.0,5
58.1939888000488,22.6064472198486,9.0,2
59.0326805114746,42.9024200439453,0.0,2
-13.9295873641968,73.9996795654297,2.0,6
73.0334091186523,-34.2158279418945,6.0,10
-57.0510406494141,-50.9809761047363,7.0,5
-22.4723644256592,20.8768463134766,8.0,9
26.1401271820068,35.4134864807129,3.0,8
-16.3010807037354,-24.672721862793,9.0,4
72.7097702026367,13.5145111083984,0.0,2
18.818920135498,-38.6059989929199,4.0,4
70.6631469726562,-36.6284561157227,6.0,10
-52.9896850585938,-20.9684505462646,7.0,5
17.7403888702393,-76.5199356079102,4.0,3
72.1217346191406,-35.8223915100098,6.0,10
-20.9346256256104,9.29902744293213,8.0,9
58.3325309753418,38.721378326416,0.0,2
-46.6963920593262,-38.3788299560547,7.0,5
-25.1186809539795,8.95819664001465,8.0,9
13.6098146438599,47.3533706665039,3.0,8
-58.1403350830078,40.2235794067383,1.0,7
20.0592212677002,-5.29627180099487,5.0,1
-75.4669723510742,-38.6933670043945,7.0,5
-98.5805206298828,5.38469552993774,1.0,7
-65.1940994262695,-34.7650947570801,7.0,5
-99.7696380615234,-13.7980823516846,1.0,7
-75.3442687988281,33.2635383605957,1.0,7
59.9630928039551,-21.9478454589844,6.0,10
21.7685985565186,79.2606506347656,3.0,8
92.0662307739258,9.87774562835693,0.0,2
-48.1200408935547,53.8402862548828,2.0,6
-19.981689453125,-81.814323425293,9.0,3
2.40243434906006,70.1891250610352,3.0,8
-72.2325744628906,4.17584085464478,1.0,7
-79.3799514770508,45.3439292907715,1.0,7
93.7456283569336,25.7046546936035,0.0,2
15.3490972518921,-41.6708869934082,4.0,4
-17.9065971374512,-57.810604095459,9.0,4
-39.3592758178711,53.0412673950195,2.0,6
67.1018447875977,26.3637638092041,0.0,2
74.5292510986328,50.9163360595703,0.0,2
-58.822093963623,-41.1088752746582,2.0,5
91.1388702392578,20.5100994110107,0.0,2
-27.9602909088135,51.8306770324707,2.0,6
-53.7454872131348,-18.8828678131104,7.0,5
-98.0079879760742,17.4006118774414,1.0,7
-20.3066921234131,20.5142555236816,8.0,9
58.0096740722656,-18.6957836151123,6.0,10
15.9560642242432,-35.0027351379395,4.0,4
-82.8549270629883,9.03194522857666,1.0,7
61.0504531860351,-42.0088043212891,6.0,10
7.23875904083252,49.4550247192383,3.0,8
13.8212203979492,-34.0537567138672,4.0,4
21.5548782348633,30.847261428833,5.0,8
-32.0847015380859,-37.7139854431152,9.0,5
-98.6050415039062,-19.0484619140625,1.0,7
13.2690706253052,78.6552429199219,3.0,8
16.6951484680176,40.8630867004395,3.0,8
-24.2177467346191,18.8742256164551,8.0,9
48.3673896789551,4.81264400482178,5.0,1
7.83993577957153,-39.5864143371582,4.0,4
-49.3523788452149,6.82501173019409,7.0,7
-40.7613677978516,-14.2994108200073,7.0,9
7.64268589019775,-54.9980354309082,4.0,3
-46.5738830566406,50.4065017700195,2.0,6
3.6565408706665,8.64708518981934,8.0,9
31.4299621582031,-25.0688667297363,5.0,1
-24.4341583251953,10.6715869903564,8.0,9
79.7413101196289,-41.8477668762207,6.0,10
-45.1840362548828,3.01767420768738,7.0,9
22.4817180633545,51.0943374633789,3.0,8
-1.07832753658295,-62.1834983825684,4.0,3
72.8179550170898,-46.2062225341797,6.0,10
-90.9832305908203,17.4799385070801,1.0,7
-29.8347930908203,-26.9522075653076,9.0,4
-72.8228912353516,-63.922981262207,9.0,5
63.3897552490234,-46.2682037353516,6.0,10
93.0003051757812,35.8757629394531,0.0,2
12.5707950592041,78.6932144165039,3.0,8
-57.5672760009766,-81.15966796875,7.0,5
-15.9474973678589,45.1663513183594,2.0,6
-.16227263212204,5.1136417388916,8.0,9
-17.3634700775146,43.5784645080566,2.0,6
-24.5529136657715,-63.1871223449707,9.0,4
4.21050643920898,-32.7049980163574,4.0,4
25.1759414672852,-83.5346069335938,4.0,3
67.027099609375,-39.1277656555176,6.0,10
8.57939529418945,-46.6336479187012,4.0,4
-15.6739463806152,-27.0522041320801,9.0,4
-47.280517578125,1.15590810775757,7.0,9
57.9139938354492,39.0289115905762,0.0,2
-27.4861068725586,-69.2692108154297,9.0,3
-16.1890716552734,45.1822624206543,2.0,6
-72.7610168457031,-63.2208442687988,9.0,5
39.2264137268066,-25.5456485748291,5.0,1
-63.7821197509766,6.3934063911438,1.0,7
32.9659156799316,-22.8676738739014,5.0,1
-30.6087551116943,-63.6168060302734,9.0,5
-72.5866928100586,31.6216449737549,1.0,7
-17.7726249694824,90.9711761474609,2.0,6
4.36012649536133,72.5053939819336,3.0,8
-36.6152038574219,33.1127548217773,2.0,9
2.95552515983581,73.2733764648438,3.0,8
45.0281143188477,22.29518699646,5.0,1
-18.4433708190918,-34.7709922790527,9.0,4
-97.9506988525391,-8.02962112426758,1.0,7
-66.8076858520508,-24.7486057281494,7.0,5
93.5217437744141,-30.0240783691406,6.0,10
-35.5401077270508,49.0602722167969,2.0,6
-2.24054360389709,-1.72059392929077,8.0,9
-41.9202728271484,51.781177520752,2.0,6
-34.3221054077148,51.7563400268555,2.0,6
31.3285846710205,-25.3184280395508,5.0,1
62.6026420593262,27.2203998565674,0.0,2
-53.047046661377,-21.1392631530762,7.0,5
21.933910369873,-73.0000457763672,4.0,3
-27.5317249298096,-23.9017295837402,9.0,4
-59.8100547790527,-74.1009750366211,7.0,5
-30.6442737579346,16.3640785217285,8.0,9
37.333812713623,61.2943878173828,3.0,8
-44.3816261291504,71.5108032226562,2.0,6
-93.9602966308594,-8.26740455627441,1.0,7
-63.262035369873,52.5575561523438,1.0,6
-21.3511047363281,21.61008644104,8.0,9
3.06430554389954,73.2212677001953,3.0,8
83.4355239868164,-39.5089263916016,6.0,10
-77.7440338134766,49.8928375244141,1.0,7
85.9802474975586,23.2083969116211,0.0,2
6.93294382095337,83.0357818603516,3.0,8
-75.2066955566406,17.4742050170898,1.0,7
87.763427734375,12.2084693908691,0.0,2
65.5454483032227,15.6723527908325,0.0,2
-76.7335433959961,17.2913589477539,1.0,7
-74.9583511352539,-13.3442029953003,7.0,7
-36.104606628418,74.2747344970703,2.0,6
-63.9479942321777,-70.7444534301758,7.0,5
21.3331127166748,78.1789398193359,3.0,8
56.1751174926758,20.3028697967529,0.0,2
14.3812599182129,-64.2847671508789,4.0,3
86.401741027832,-26.4963054656982,6.0,10
43.4593544006348,-5.91781520843506,5.0,1
-19.3881511688232,38.6109199523926,2.0,9
79.015739440918,-21.5424137115479,6.0,10
30.7351169586182,-87.2053146362305,4.0,3
-68.7348556518555,-34.9722099304199,7.0,5
-49.9546966552734,-5.109299659729,1.0,7
-20.2587833404541,27.247953414917,8.0,9
-29.3580837249756,-73.0481414794922,9.0,3
-28.5766487121582,-43.2503700256348,9.0,4
14.3252992630005,1.89764332771301,3.0,1
84.4780349731445,11.9297075271606,0.0,2
-55.8857765197754,-24.0222187042236,7.0,5
-85.4832763671875,20.2627658843994,1.0,7
52.8410415649414,27.3436012268066,0.0,2
-29.2758884429932,87.5896682739258,2.0,6
55.7555351257324,37.9360122680664,0.0,2
18.0917663574219,79.5505218505859,3.0,8
25.5258007049561,-10.3040266036987,5.0,1
15.7792491912842,-61.8168869018555,4.0,3
69.954475402832,-19.3277854919434,6.0,10
39.3141059875488,-14.8836708068848,5.0,1
-9.72916412353516,17.190221786499,8.0,9
83.9454956054688,-13.9946565628052,6.0,10
29.1173248291016,81.3099822998047,3.0,8
-67.5634689331055,-34.327335357666,7.0,5
37.8252983093262,17.281644821167,5.0,1
-27.8408050537109,12.3420095443726,8.0,9
80.5299453735352,6.3369312286377,0.0,2
-29.4151878356934,-42.6904563903809,9.0,4
-94.2456588745117,-12.7380819320679,1.0,7
91.0681381225586,12.8146381378174,0.0,2
33.4911842346191,38.7191581726074,3.0,8
-75.0079040527344,20.1433753967285,1.0,7
-38.6953048706055,49.3589515686035,2.0,6
-23.7842903137207,93.8787307739258,2.0,6
34.592887878418,65.4144134521484,3.0,8
13.7964773178101,78.8795318603516,3.0,8
47.0080108642578,-49.8483123779297,6.0,10
12.2695226669312,-46.7385177612305,4.0,4
-51.5614738464355,-35.727912902832,7.0,5
43.9746398925781,-15.2262573242188,5.0,1
102.876808166504,23.596378326416,0.0,2
72.4352264404297,-47.1481513977051,6.0,10
58.959545135498,-61.8606147766113,2.0,10
-67.6209945678711,-33.1646347045898,7.0,5
-14.5401172637939,-93.8941116333008,9.0,3
-30.1316947937012,10.6167993545532,8.0,9
41.1970863342285,13.8356189727783,5.0,1
-25.3161563873291,-47.6128120422363,9.0,4
-50.7122688293457,45.8464431762695,2.0,6
-85.4657592773438,31.8474216461182,1.0,7
-94.5883712768555,22.4152812957764,1.0,7
5.03019762039185,-49.4599227905273,4.0,4
28.9395942687988,-57.5423393249512,4.0,3
39.3589401245117,-14.9542236328125,5.0,1
48.6745758056641,-46.525276184082,6.0,10
12.3640727996826,-47.0966033935547,4.0,4
-67.4912414550781,16.1615791320801,1.0,7
-24.9373188018799,89.7807312011719,2.0,6
51.163631439209,11.6603593826294,5.0,1
5.51822280883789,69.7446594238281,3.0,8
-22.3375034332275,-37.0905113220215,9.0,4
20.9104328155518,80.9834976196289,3.0,8
-28.1219215393066,-87.5633926391602,9.0,3
88.7774963378906,18.5176105499268,0.0,2
35.787239074707,26.7117958068848,5.0,1
-29.8335456848145,-43.1037406921387,9.0,4
62.3433074951172,-36.5984802246094,6.0,10
42.014762878418,-21.8249816894531,5.0,1
-56.3466758728027,-54.0052871704102,7.0,5
5.40354681015015,-49.4693298339844,4.0,4
-69.0115432739258,22.3016662597656,1.0,7
19.8249187469482,75.5948867797852,3.0,8
-2.43834638595581,-54.2093315124512,4.0,4
73.552490234375,25.5740051269531,0.0,2
30.1751384735107,-92.2635116577148,4.0,3
-32.068000793457,20.5149402618408,8.0,9
69.1250228881836,23.758939743042,0.0,2
12.4125480651855,-46.686595916748,4.0,4
27.3574123382568,43.3821449279785,3.0,8
82.4261016845703,-25.8933792114258,6.0,10
-10.6527538299561,12.6093330383301,8.0,9
-49.9483261108398,-26.6010570526123,7.0,5
64.8115844726562,-46.6088218688965,6.0,10
69.8694076538086,41.1021423339844,0.0,2
-37.9038009643555,-66.6964263916016,9.0,5
-43.7133407592773,-19.0547733306885,7.0,5
35.6089668273926,32.945743560791,5.0,8
-50.3092918395996,-30.0309162139893,7.0,5
-26.4854278564453,86.3253860473633,2.0,6
-85.7622222900391,38.9068374633789,1.0,7
-71.9406433105469,3.07491707801819,1.0,7
76.9895629882812,-29.0742740631104,6.0,10
.68496435880661,12.0352182388306,8.0,9
-28.8309268951416,-38.1654663085938,9.0,4
23.3806686401367,-74.9931640625,4.0,3
-71.9529800415039,40.8098831176758,1.0,7
35.872184753418,26.5728092193604,5.0,1
-25.5376510620117,91.389892578125,2.0,6
-44.8437461853027,63.7136993408203,2.0,6
-23.8469829559326,-24.9047470092773,9.0,4
57.3908653259277,33.475643157959,0.0,2
17.5292358398438,79.6153182983398,3.0,8
-12.4808797836304,-83.8214340209961,9.0,3
83.6672973632812,-16.875617980957,6.0,10
-46.7317924499512,-52.1842422485351,7.0,5
-29.1201248168945,86.1659164428711,2.0,6
64.1223297119141,29.1270942687988,0.0,2
15.1400995254517,80.8336715698242,3.0,8
27.7988796234131,3.291344165802,5.0,1
12.9545202255249,-47.657787322998,4.0,4
34.042350769043,70.28271484375,3.0,8
76.0750732421875,-45.9106903076172,6.0,10
34.4624176025391,10.037410736084,5.0,1
2.09954404830933,23.5041084289551,8.0,9
-9.08434391021728,-85.183723449707,9.0,3
43.8728866577149,-15.7415723800659,5.0,1
6.61624145507812,-55.8513984680176,4.0,3
-53.0203666687012,-25.3288516998291,7.0,5
17.7383346557617,-61.0671272277832,4.0,3
-29.5883178710938,87.613410949707,2.0,6
-32.3159484863281,-66.5207901000977,7.0,5
20.9083385467529,82.1017684936523,3.0,8
2.90403246879578,-57.8304176330566,4.0,3
-32.2019500732422,20.5952396392822,8.0,9
-21.2645301818848,-73.1210403442383,9.0,3
-72.0265731811523,40.9279747009277,1.0,7
-4.87572002410889,40.0900230407715,9.0,8
-24.9059314727783,90.6447372436523,2.0,6
-9.78374862670898,19.3884754180908,8.0,9
-61.0650901794434,-23.0264797210693,7.0,5
-17.1166477203369,-68.6857070922852,9.0,3
-69.5657653808594,46.7279968261719,1.0,7
10.1889572143555,25.9054088592529,8.0,9
-50.3413848876953,-29.027229309082,7.0,5
-32.684253692627,-60.6023025512695,4.0,5
-79.0065155029297,50.1329383850098,1.0,7
8.38779544830322,50.7067794799805,3.0,8
-73.5966644287109,41.187744140625,1.0,7
-99.7787551879883,-8.86953639984131,1.0,7
76.4156188964844,31.8943252563477,0.0,2
-36.0509910583496,41.5213279724121,2.0,6
5.84089469909668,69.9069061279297,3.0,8
-15.5729188919067,-61.2362251281738,9.0,3
5.09387063980103,-40.6886863708496,4.0,4
-12.0612154006958,-60.4562072753906,9.0,3
-28.9536018371582,83.5465850830078,2.0,6
-95.4253082275391,11.427695274353,1.0,7
76.5954666137695,-28.3434886932373,6.0,10
-15.6200590133667,24.6742992401123,8.0,9
18.8628215789795,-56.5505142211914,4.0,3
-57.785327911377,5.44516611099243,7.0,7
-72.338264465332,-43.3554077148438,7.0,5
7.65292692184448,-61.5426406860351,4.0,3
13.4296941757202,-48.3348388671875,4.0,4
-18.6906700134277,-69.7960586547852,9.0,3
-29.6333637237549,87.6226501464844,2.0,6
12.912974357605,.503965318202972,5.0,1
-52.6611595153809,-24.9438991546631,7.0,5
-28.3539752960205,63.9508171081543,2.0,6
6.25745534896851,-38.279125213623,4.0,4
30.1714706420898,-76.1069564819336,4.0,3
-33.4401321411133,81.1926727294922,2.0,6
-94.2885818481445,1.0104763507843,1.0,7
-14.799729347229,-31.4764537811279,9.0,4
-44.9974403381348,-66.3372116088867,7.0,5
-35.5732269287109,84.9662857055664,2.0,6
17.3770389556885,18.0827980041504,8.0,1
-56.5076293945312,-26.591480255127,7.0,5
82.3661651611328,-49.3143539428711,6.0,10
-24.1673126220703,-32.122917175293,9.0,4
-26.9410667419434,44.7394981384277,2.0,6
-39.0515441894531,86.6570892333984,2.0,6
23.0951919555664,45.8464431762695,3.0,8
-34.7226028442383,14.9177207946777,8.0,9
-96.9235305786133,-6.34610319137573,1.0,7
72.5226440429688,-47.255989074707,6.0,10
36.9977416992188,2.53763556480408,5.0,1
-80.3034286499023,50.3140144348145,1.0,7
-80.6612014770508,-6.98882913589478,1.0,7
73.2950057983398,43.7549362182617,0.0,2
-31.1159267425537,60.5093154907227,2.0,6
74.3241729736328,-50.6595611572266,6.0,10
21.3246631622314,-58.3862838745117,4.0,3
43.9034004211426,-13.7392120361328,5.0,1
21.177339553833,49.2703323364258,8.0,8
20.7191047668457,81.9969787597656,3.0,8
-95.7516098022461,-8.36406135559082,1.0,7
43.7534408569336,-13.876974105835,5.0,1
-67.2523880004883,8.78872394561768,1.0,7
-23.5987892150879,-24.5735664367676,9.0,4
-31.1464042663574,51.0613174438477,2.0,6
-43.7833061218262,-18.9289817810059,7.0,5
-3.15125298500061,-45.0484428405762,4.0,4
11.8950128555298,-46.4736366271973,4.0,4
-1.30699741840363,-67.9254837036133,4.0,3
-36.2589340209961,12.8633308410645,8.0,9
-71.4842224121094,27.5304431915283,1.0,7
37.3075904846191,-27.5135498046875,5.0,1
35.7000770568848,-28.7776718139648,8.0,1
-20.5072612762451,-31.2850971221924,9.0,4
31.914041519165,-2.2804741859436,5.0,1
71.8861312866211,-44.2568321228027,6.0,10
-46.0878601074219,-43.2241821289062,7.0,5
-26.2370834350586,-23.389030456543,9.0,4
-31.7487716674805,-83.0144805908203,9.0,3
7.90403938293457,83.5249252319336,3.0,8
-78.0202865600586,-54.12255859375,7.0,5
84.2691802978516,41.6173973083496,0.0,2
-28.0104484558105,-76.6322860717773,9.0,3
88.9792251586914,18.5972290039062,0.0,2
55.130859375,-28.5401096343994,6.0,10
78.1695556640625,-32.3372802734375,6.0,10
-17.8106346130371,74.7255706787109,2.0,6
18.6769905090332,79.1110076904297,3.0,8
-13.1398677825928,-86.9571075439453,9.0,3
90.8503265380859,18.347936630249,0.0,2
-69.9815902709961,-63.2526092529297,7.0,5
42.0760765075684,-21.473108291626,5.0,1
16.9125862121582,-71.956916809082,4.0,3
-38.042236328125,17.9469795227051,8.0,9
83.1208724975586,9.28140449523926,0.0,2
-29.8595104217529,-42.6393508911133,9.0,4
14.1166763305664,-61.971363067627,4.0,3
-80.4328460693359,49.9321670532227,1.0,7
-94.3435745239258,-19.4472999572754,2.0,7
-29.6860218048096,13.0637426376343,8.0,9
-51.0481910705566,-78.8354263305664,7.0,5
-80.2059020996094,50.1580657958984,1.0,7
-39.8452529907227,76.6902008056641,2.0,6
71.8121795654297,-44.316780090332,6.0,10
-73.5098037719727,9.6742057800293,1.0,7
57.0411911010742,39.1386451721191,0.0,2
41.3764228820801,78.0120544433594,3.0,8
88.7541809082031,37.3493118286133,0.0,2
-69.6780624389648,-3.32146763801575,1.0,7
-76.9576187133789,39.0756072998047,1.0,7
-18.4619808197021,15.032675743103,8.0,9
-29.3535556793213,89.6659317016602,2.0,6
77.896369934082,18.2966918945312,0.0,2
-5.25717782974243,47.0231513977051,3.0,8
-16.9705066680908,-76.5238494873047,9.0,3
24.3660430908203,-47.6025161743164,4.0,4
96.9302291870117,24.4309959411621,0.0,2
33.3286743164062,-26.3636035919189,5.0,1
85.2613754272461,8.47683143615723,0.0,2
69.7439041137695,-49.3124465942383,6.0,10
-63.2670097351074,25.8832874298096,1.0,7
-59.4593086242676,-16.6693325042725,7.0,5
-55.8392372131348,-86.0101089477539,7.0,5
-27.3515281677246,-2.19147682189941,8.0,9
-97.900146484375,-5.16308069229126,1.0,7
-26.9372692108154,-20.3042087554932,9.0,4
-96.5230026245117,23.8486804962158,2.0,7
82.7782440185547,50.9187240600586,0.0,2
34.9785118103027,-6.15969753265381,5.0,1
-70.6675796508789,58.206787109375,1.0,6
-45.1196937561035,68.5667724609375,2.0,6
-15.3989515304565,89.3504180908203,2.0,6
-45.1997947692871,-53.700439453125,7.0,5
13.5272846221924,56.870777130127,3.0,8
24.1248073577881,2.70847153663635,5.0,1
17.9967346191406,-36.2179679870605,4.0,4
-12.2619066238403,-42.0474472045898,9.0,4
-58.4661026000977,-15.7969970703125,7.0,5
-74.5825500488281,-3.18377113342285,1.0,7
-33.9409599304199,1.05497741699219,8.0,9
29.8190307617188,39.9601821899414,3.0,8
-30.6083507537842,-14.4509954452515,9.0,9
98.5481414794922,-20.0898456573486,6.0,10
87.2855453491211,52.0696296691895,0.0,2
39.7823028564453,66.2483215332031,3.0,8
-65.3054428100586,64.1681747436523,1.0,6
-70.3575439453125,38.1286239624023,1.0,7
-35.5352401733398,94.2110900878906,2.0,6
75.0591812133789,7.63198375701904,6.0,2
37.3679008483887,72.2642440795898,3.0,8
47.6087799072266,4.10321378707886,5.0,1
-41.9757232666016,-8.95827007293701,7.0,9
82.1338958740234,-47.2007255554199,6.0,10
-21.7533111572266,23.5140361785889,8.0,9
-54.6670684814453,-46.9200477600098,3.0,5
-30.9429607391357,-14.0470924377441,9.0,9
19.3987064361572,.438606649637222,5.0,1
-34.8825302124023,18.0545349121094,8.0,9
44.9467849731445,18.2032318115234,5.0,1
-63.9123725891113,-23.9199466705322,7.0,5
88.3759307861328,-6.40809631347656,6.0,10
-70.4816513061523,58.0140075683594,1.0,6
-67.0305328369141,59.5815162658691,1.0,6
3.72649097442627,76.7503356933594,3.0,8
-62.9700126647949,29.2034397125244,1.0,7
-42.1897315979004,-10.3848428726196,7.0,9
21.1014308929443,6.04624605178833,5.0,1
32.6861457824707,-22.8351039886475,5.0,1
43.0014724731445,7.89059829711914,5.0,1
-32.6953735351562,94.8000335693359,2.0,6
22.4310779571533,14.8064918518066,5.0,1
-17.4325408935547,17.3755989074707,8.0,9
-42.100902557373,-37.919376373291,7.0,5
82.3008651733398,53.3002052307129,0.0,2
-22.3384799957275,-65.4799728393555,9.0,3
-51.5927085876465,-22.4424667358398,7.0,5
-65.1225509643555,-47.4278373718262,7.0,5
35.8903160095215,-25.8741874694824,5.0,1
83.3593215942383,10.5570268630981,0.0,2
-25.905704498291,-16.0539817810059,9.0,9
89.3554382324219,13.3381443023682,0.0,2
75.1734390258789,60.9959411621094,0.0,2
12.2208518981934,2.8930675983429,8.0,1
-30.1774196624756,-15.2637052536011,9.0,9
-41.4088935852051,61.3303184509277,2.0,6
15.8056793212891,-28.8188705444336,4.0,4
5.87197828292847,8.32079029083252,8.0,9
-65.3602066040039,67.6458206176758,1.0,6
91.2109298706055,-28.7205944061279,6.0,10
-67.9240341186523,63.2936630249023,1.0,6
86.5502166748047,-32.9350776672363,6.0,10
39.3036651611328,-19.7982769012451,5.0,1
-63.0563201904297,31.1012725830078,1.0,7
-18.3245258331299,2.26995778083801,8.0,9
.335362017154694,45.5394706726074,3.0,8
14.4244775772095,-39.3784637451172,4.0,4
56.7858619689941,32.4081726074219,0.0,2
31.0572643280029,-16.3798751831055,5.0,1
30.847240447998,74.8346862792969,5.0,8
-18.4948406219482,18.4752197265625,8.0,9
29.2469463348389,67.3215713500977,3.0,8
62.1588554382324,-44.3868713378906,6.0,10
-11.3770265579224,83.4930114746094,2.0,6
9.81597518920898,71.8430404663086,3.0,8
-20.3085994720459,-73.0591506958008,9.0,3
-15.1092853546143,87.9149780273438,2.0,6
-73.3262481689453,13.1377286911011,1.0,7
-64.6699905395508,48.278148651123,1.0,7
35.7723922729492,21.745325088501,5.0,1
-29.367561340332,89.6987686157227,2.0,6
-82.368278503418,9.81371212005615,1.0,7
10.0466070175171,71.8310241699219,3.0,8
-49.7010383605957,48.4900093078613,2.0,6
-34.1317405700684,18.410249710083,8.0,9
-51.793327331543,-.442769378423691,7.0,7
12.1941995620728,80.8360595703125,3.0,8
-61.8439407348633,-68.6656951904297,7.0,5
-28.934534072876,93.5356521606445,2.0,6
18.8138790130615,-61.876708984375,4.0,3
69.9237670898438,-33.8694610595703,6.0,10
-24.9243755340576,-64.0791244506836,9.0,3
-51.8133125305176,-11.1126203536987,7.0,5
-17.7016677856445,69.311393737793,2.0,6
13.6769790649414,-33.7715339660645,4.0,4
-38.2237968444824,64.1781463623047,2.0,6
-27.6219520568848,9.19142627716064,8.0,9
-75.0544662475586,5.48009300231934,1.0,7
-62.7920417785645,46.6103286743164,1.0,7
.13035574555397,48.1855545043945,3.0,8
-35.3784637451172,14.7595701217651,8.0,9
-37.5807914733887,-65.089729309082,4.0,5
79.2498474121094,53.051887512207,0.0,2
50.4813194274902,-27.8339824676514,6.0,10
23.0216293334961,-18.4395141601562,5.0,1
-26.9725856781006,-67.2169723510742,9.0,3
11.4615955352783,80.2326431274414,3.0,8
56.2951622009277,20.1347045898438,0.0,2
-31.093957901001,-15.4759960174561,9.0,9
-12.1695499420166,75.5223388671875,2.0,6
19.0533504486084,-33.4930953979492,4.0,4
-51.8659286499023,-8.22042465209961,7.0,7
-66.9720687866211,61.7519760131836,1.0,6
-28.3297920227051,31.1775074005127,2.0,9
-19.4888782501221,-18.5905456542969,9.0,4
-5.78296709060669,-59.849552154541,4.0,3
-29.8107929229736,95.4550018310547,2.0,6
96.8892822265625,-24.3302917480469,6.0,10
-70.6108322143555,55.1992416381836,1.0,6
4.69078159332275,26.9198436737061,8.0,9
-30.3505477905273,-15.7440118789673,9.0,9
75.1016082763672,7.600905418396,0.0,2
60.2249755859375,-50.6442184448242,6.0,10
73.2994537353516,-48.2056312561035,6.0,10
-44.8498611450195,-13.1487121582031,7.0,5
-32.4605598449707,-48.2566223144531,9.0,5
-30.0720882415771,-13.7766437530518,9.0,9
7.24377012252808,18.2491893768311,8.0,9
66.0452880859375,55.523136138916,0.0,2
-59.4961700439453,20.1231307983398,1.0,7
14.869439125061,-28.0810470581055,4.0,4
23.8342304229736,-93.113166809082,4.0,3
61.3633117675781,-50.5348358154297,6.0,10
-52.169921875,-76.8229751586914,7.0,5
-62.5932083129883,48.353343963623,1.0,6
10.461009979248,-10.6534280776978,5.0,1
-44.0472679138184,-5.60890102386475,7.0,9
65.3539886474609,19.6035633087158,0.0,2
